,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
28,Ac,Tl,37.43308629999999,28.64087656,227.0,204.3833,3473.0,1746.0,0.0,43.0,3,13,215,145,10070.0,11850.0,0.0,1.12,1.1,1.62,5.17,6.108194,0.0,0.0,-4.1050022980000005,-2.27267753,4.465163104,3.775558738,5.625752986,4.756905929,0.0,0.0,44.5125,26.91,0,6500,0,6500,0.12,0.129,27.2,26.32,12.0,4.1419999999999995,37.45,28.53,0,0,0,0,1,0,1,1,0,0,0,0,1323.0,577.0,14,76,0,172,9,5,3,27,9,0,1,10,0,0,0,14,0,5,0,1,0,0,2,2,89,81,32.1,7.55,7,6,0.0,2.8,225,194,12.0,8.0,3.99462,3.4325300000000003,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
29,Ac,Tm,37.43308629999999,30.09638585,227.0,168.93421,3473.0,2223.0,0.0,45.0,3,3,215,190,10070.0,9321.0,0.0,1.23,1.1,1.25,5.17,6.18431,0.0,0.0,-4.1050022980000005,-4.47387849,4.465163104,3.905274476,5.625752986,4.920337518,0.0,0.0,44.5125,29.78,0,9500,0,3100,0.12,0.16,27.2,27.03,12.0,16.84,37.45,30.14,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1818.0,14,37,0,175,9,1,3,15,9,0,1,0,0,1,0,13,0,0,0,0,0,0,2,2,89,69,32.1,21.8,7,6,0.0,31.0,225,194,12.0,12.0,3.99462,3.4394099999999996,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
30,Ac,U,37.43308629999999,20.7488474,227.0,238.02891,3473.0,4200.0,0.0,100.0,3,3,215,196,10070.0,19050.0,0.0,1.51,1.1,1.38,5.17,6.1941,0.0,0.0,-4.1050022980000005,-11.29233996,4.465163104,3.42137628,5.625752986,4.310663995,0.0,0.0,44.5125,20.025,0,0,0,0,0.12,0.11599999999999999,27.2,27.665,12.0,9.14,37.45,21.18,0,0,0,0,1,1,1,1,0,0,0,0,1323.0,1408.0,14,20,0,158,9,20,3,6,9,9,1,1,0,11,0,3,0,0,0,0,0,0,2,2,89,92,32.1,24.9,7,7,0.0,111.0,225,63,12.0,4.0,3.99462,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
31,Ac,V,37.43308629999999,13.84489822,227.0,50.9415,3473.0,3680.0,0.0,160.0,3,5,215,153,10070.0,6110.0,0.0,1.64,1.1,1.63,5.17,6.7461899999999995,0.0,0.0,-4.1050022980000005,-8.93926069,4.465163104,2.963255488,5.625752986,3.733467966,0.0,0.0,44.5125,13.01,0,3300,0,3400,0.12,0.489,27.2,24.89,12.0,21.5,37.45,13.88,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,2183.0,14,46,0,134,9,7,3,5,9,7,1,3,0,0,0,0,0,0,0,0,0,0,2,2,89,23,32.1,12.4,7,4,0.0,47.0,225,229,12.0,8.0,3.99462,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
32,Ac,W,37.43308629999999,15.85873442,227.0,183.84,3473.0,5828.0,0.0,310.0,3,6,215,162,10070.0,19250.0,0.0,1.81,1.1,2.36,5.17,7.8640300000000005,0.0,0.0,-4.1050022980000005,-12.95880062,4.465163104,3.1781057510000004,5.625752986,4.004162334,0.0,0.0,44.5125,16.05,0,7000,0,4300,0.12,0.132,27.2,24.27,12.0,52.31,37.45,15.85,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,3695.0,14,51,0,135,9,6,3,20,9,6,1,4,0,0,0,14,0,0,0,0,0,0,2,2,89,74,32.1,11.1,7,6,0.0,161.0,225,229,12.0,8.0,3.99462,2.76038,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
33,Ac,Y,37.43308629999999,33.01321288,227.0,88.90585,3473.0,3618.0,0.0,41.0,3,3,215,190,10070.0,4472.0,0.0,1.21,1.1,1.22,5.17,6.2173,0.0,0.0,-4.1050022980000005,-6.464599775,4.465163104,4.015150874,5.625752986,5.058773104,0.0,0.0,44.5125,32.365,0,9800,0,2600,0.12,0.298,27.2,26.53,12.0,11.39,37.45,32.97,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,1799.0,14,12,0,179,9,9,3,3,9,9,1,1,0,0,0,0,0,0,0,0,0,0,2,2,89,39,32.1,22.7,7,5,0.0,26.0,225,194,12.0,12.0,3.99462,3.5339099999999997,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
34,Ac,Zn,37.43308629999999,15.20568373,227.0,65.38,3473.0,1180.0,0.0,70.0,3,12,215,122,10070.0,7140.0,0.0,1.32,1.1,1.65,5.17,9.394199,0.0,0.0,-4.1050022980000005,-1.239999915,4.465163104,3.0336942239999996,5.625752986,3.822215211,0.0,0.0,44.5125,13.96,0,1600,0,1900,0.12,0.38799999999999996,27.2,25.39,12.0,7.068,37.45,15.19,0,0,0,1,1,0,1,1,0,0,0,0,1323.0,692.68,14,69,0,140,9,0,3,12,9,0,1,10,0,0,0,0,0,0,0,0,0,0,2,2,89,30,32.1,-5.816666667000001,7,4,0.0,43.0,225,194,12.0,6.0,3.99462,2.62673,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
35,Ag,Al,17.07564795,16.59442452,107.8682,26.9815386,2435.0,2792.0,100.0,76.0,11,13,145,121,10490.0,2700.0,1.36,1.39,1.93,1.61,7.576230000000001,5.985768,0.0,0.0,-2.76539356,-3.74542312,3.1964805060000003,3.2062378330000003,4.027313073999999,4.039606536,0.0,0.0,16.33,16.48,1200,1600,1400,1000,0.235,0.897,25.35,24.2,11.3,10.71,17.05,16.61,0,0,1,0,0,0,1,1,0,0,0,0,1234.93,933.47,65,73,144,141,1,5,11,3,0,0,10,0,0,0,0,0,0,5,0,1,1,0,1,2,47,13,6.99,6.8,5,3,30.0,26.0,225,225,12.0,12.0,2.94195,2.85595,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
36,As,Ag,21.72396574,17.07564795,74.9216,107.8682,887.0,2435.0,22.0,100.0,15,11,119,145,5727.0,10490.0,1.44,1.36,2.18,1.93,9.7886,7.576230000000001,0.0,0.0,-4.650889115,-2.76539356,3.539684396,3.1964805060000003,4.459722881,4.027313073999999,0.0,0.0,22.175,16.33,3300,1200,4000,1400,0.32899999999999996,0.235,24.64,25.35,24.44,11.3,21.52,17.05,0,0,0,1,0,0,1,1,1,0,0,0,1090.0,1234.93,84,65,115,144,3,1,15,11,0,0,10,10,0,0,0,0,3,0,3,0,0,1,2,1,33,47,4.31,6.99,4,5,0.0,30.0,166,225,3.0,12.0,2.5579,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
37,Ag,B,17.07564795,7.297767265,107.8682,10.811,2435.0,4273.0,100.0,320.0,11,13,145,84,10490.0,2460.0,1.36,1.75,1.93,2.04,7.576230000000001,8.29802,0.0,1.524,-2.76539356,-6.677698154,3.1964805060000003,2.429779429,4.027313073999999,3.0613302489999996,0.0,0.0,16.33,7.1725,1200,2900,1400,2000,0.235,1.026,25.35,11.087,11.3,50.2,17.05,7.75,0,0,1,0,0,0,1,0,0,1,0,0,1234.93,2348.0,65,72,144,88,1,5,11,3,0,0,10,0,0,0,0,0,0,5,0,1,1,0,1,2,47,5,6.99,3.03,5,2,30.0,0.0,225,166,12.0,5.5,2.94195,1.7253599999999998,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
38,Ba,Ag,64.96928167,17.07564795,137.327,107.8682,2143.0,2435.0,9.6,100.0,2,11,215,145,3510.0,10490.0,0.81,1.36,0.89,1.93,5.211664,7.576230000000001,0.0,0.0,-1.92352226,-2.76539356,5.028899311,3.1964805060000003,6.336016099999999,4.027313073999999,0.0,0.0,63.59,16.33,3000,1200,2300,1400,0.204,0.235,28.07,25.35,7.12,11.3,62.88,17.05,1,0,0,1,0,0,1,1,0,0,0,0,1000.0,1234.93,9,65,223,144,0,1,2,11,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,1,56,47,39.7,6.99,6,5,4.9,30.0,229,225,8.0,12.0,4.35637,2.94195,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
39,Br,Ag,42.52782532,17.07564795,79.904,107.8682,332.0,2435.0,1.9,100.0,17,11,120,145,3120.0,10490.0,0.0,1.36,2.96,1.93,11.8138,7.576230000000001,1.4569999999999999,0.0,-1.5830253380000001,-2.76539356,3.8921164439999996,3.1964805060000003,4.9037594360000005,4.027313073999999,0.0,0.0,29.48,16.33,3300,1200,6900,1400,0.474,0.235,75.69,25.35,5.285,11.3,65.14,17.05,0,0,0,1,0,0,0,1,0,0,1,0,265.8,1234.93,95,65,0,144,1,1,17,11,0,0,10,10,0,0,0,0,1,0,5,0,0,1,2,1,35,47,3.05,6.99,4,5,0.0,30.0,64,225,1.0,12.0,2.38875,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
40,Ca,Ag,42.9371873,17.07564795,40.078,107.8682,1757.0,2435.0,17.0,100.0,2,11,176,145,1550.0,10490.0,0.91,1.36,1.0,1.93,6.11316,7.576230000000001,0.0,0.0,-1.948329565,-2.76539356,4.2272603239999995,3.1964805060000003,5.3260142660000005,4.027313073999999,0.0,0.0,37.77,16.33,3900,1200,1500,1400,0.647,0.235,25.929000000000002,25.35,8.54,11.3,44.19,17.05,1,0,0,1,0,0,1,1,0,0,0,0,1115.0,1234.93,7,65,201,144,0,1,2,11,0,0,0,10,0,0,0,0,0,0,0,0,0,1,2,1,20,47,25.73333333,6.99,4,5,7.4,30.0,225,225,12.0,12.0,3.89661,2.94195,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
41,Cd,Ag,21.58002546,17.07564795,112.411,107.8682,1040.0,2435.0,42.0,100.0,12,11,144,145,8650.0,10490.0,1.24,1.36,1.69,1.93,8.99382,7.576230000000001,0.0,0.0,-0.812174225,-2.76539356,3.3909215710000002,3.1964805060000003,4.272293466,4.027313073999999,0.0,0.0,19.495,16.33,1700,1200,1300,1400,0.231,0.235,26.02,25.35,6.21,11.3,21.59,17.05,0,0,1,1,0,0,1,1,0,0,0,0,594.22,1234.93,70,65,157,144,0,1,12,11,0,0,10,10,0,0,0,0,0,0,0,0,0,1,2,1,48,47,7.32,6.99,5,5,19.0,30.0,194,225,6.0,12.0,3.00785,2.94195,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
42,Ag,Co,17.07564795,10.99586068,107.8682,58.933195,2435.0,3200.0,100.0,180.0,11,9,145,126,10490.0,8900.0,1.36,1.75,1.93,1.88,7.576230000000001,7.881010000000001,0.0,0.0,-2.76539356,-7.080389145,3.1964805060000003,2.7364067480000003,4.027313073999999,3.447656463,0.0,1.5484712,16.33,10.245,1200,3100,1400,2700,0.235,0.42100000000000004,25.35,24.81,11.3,16.2,17.05,11.12,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,1768.0,65,58,144,125,1,3,11,9,0,3,10,7,0,0,0,0,0,0,0,0,1,0,1,2,47,27,6.99,7.5,5,4,30.0,75.0,225,194,12.0,12.0,2.94195,2.4802400000000002,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
43,Ag,Cr,17.07564795,12.09293747,107.8682,51.9961,2435.0,2944.0,100.0,160.0,11,6,145,139,10490.0,7140.0,1.36,1.73,1.93,1.66,7.576230000000001,6.76651,0.0,0.0,-2.76539356,-9.50571654,3.1964805060000003,2.8180802789999997,4.027313073999999,3.550558664,0.0,0.0,16.33,11.19,1200,3100,1400,4100,0.235,0.449,25.35,23.35,11.3,21.0,17.05,12.01,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,2180.0,65,49,144,130,1,6,11,6,0,5,10,5,0,0,0,0,0,0,0,0,1,1,1,1,47,24,6.99,11.6,5,4,30.0,115.0,225,229,12.0,8.0,2.94195,2.46785,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
44,Ag,Cu,17.07564795,11.82994193,107.8682,63.54600000000001,2435.0,3200.0,100.0,140.0,11,11,145,132,10490.0,8920.0,1.36,1.47,1.93,1.9,7.576230000000001,7.726380000000001,0.0,0.0,-2.76539356,-3.68065482,3.1964805060000003,2.807970487,4.027313073999999,3.5378211239999997,0.0,0.0,16.33,11.07,1200,1600,1400,1500,0.235,0.385,25.35,24.44,11.3,13.6,17.05,11.81,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,1357.77,65,64,144,126,1,1,11,11,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,1,47,29,6.99,6.15,5,4,30.0,48.0,225,225,12.0,12.0,2.94195,2.5571900000000003,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
45,Er,Ag,30.63606837,17.07564795,167.25900000000001,107.8682,3141.0,2435.0,44.0,100.0,3,11,189,145,9066.0,10490.0,1.23,1.36,1.24,1.93,6.1077,7.576230000000001,0.0,0.0,-4.563633745,-2.76539356,3.940150647,3.1964805060000003,4.964278739,4.027313073999999,0.0,0.0,30.585,16.33,9500,1200,3100,1400,0.168,0.235,28.12,25.35,19.9,11.3,30.67,17.05,0,0,0,1,1,0,1,1,0,0,0,0,1770.0,1234.93,35,65,175,144,2,1,14,11,0,0,0,10,2,0,12,0,0,0,0,0,0,1,2,1,68,47,22.7,6.99,6,5,28.0,30.0,194,225,12.0,12.0,3.46096,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
46,Ga,Ag,19.61051348,17.07564795,69.723,107.8682,2477.0,2435.0,0.0,100.0,13,11,122,145,5904.0,10490.0,1.31,1.36,1.81,1.93,5.999301,7.576230000000001,0.0,0.0,-3.0122553030000003,-2.76539356,3.353549368,3.1964805060000003,4.225207441,4.027313073999999,0.0,0.0,18.8575,16.33,5500,1200,1900,1400,0.373,0.235,26.03,25.35,5.585,11.3,19.6,17.05,0,0,0,1,0,0,1,1,0,0,0,0,302.91,1234.93,74,65,134,144,5,1,13,11,0,0,10,10,0,0,0,0,5,0,1,0,0,1,2,1,31,47,8.12,6.99,4,5,0.0,30.0,64,225,5.0,12.0,2.53355,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
47,Gd,Ag,33.04972431,17.07564795,157.25,107.8682,3523.0,2435.0,38.0,100.0,3,11,196,145,7901.0,10490.0,1.21,1.36,1.2,1.93,6.1498,7.576230000000001,0.0,0.0,-4.65442131,-2.76539356,4.002082249,3.1964805060000003,5.0423076689999995,4.027313073999999,0.0,0.0,32.05,16.33,9500,1200,3100,1400,0.235,0.235,37.03,25.35,9.67,11.3,32.98,17.05,0,0,0,1,1,0,1,1,0,0,0,0,1586.0,1234.93,27,65,176,144,16,1,10,11,9,0,1,10,7,0,7,0,0,0,0,0,0,1,2,1,64,47,23.5,6.99,6,5,22.0,30.0,194,225,12.0,12.0,3.58601,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
48,Ag,Ir,17.07564795,14.14855047,107.8682,192.217,2435.0,4701.0,100.0,320.0,11,9,145,141,10490.0,22560.0,1.36,1.83,1.93,2.2,7.576230000000001,8.96702,0.0,0.0,-2.76539356,-8.84851145,3.1964805060000003,3.051696628,4.027313073999999,3.84489682,0.0,0.0,16.33,14.21,1200,5500,1400,9100,0.235,0.131,25.35,25.1,11.3,41.12,17.05,13.88,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,2739.0,65,60,144,136,1,3,11,23,0,3,10,7,0,0,0,14,0,0,0,0,1,0,1,2,47,77,6.99,7.6,5,6,30.0,210.0,225,225,12.0,12.0,2.94195,2.74055,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
49,K,Ag,75.84786468,17.07564795,39.0983,107.8682,1032.0,2435.0,3.1,100.0,1,11,203,145,856.0,10490.0,0.65,1.36,0.82,1.93,4.3406633,7.576230000000001,0.0,0.0,-1.097539713,-2.76539356,5.268200874,3.1964805060000003,6.637517176,4.027313073999999,0.0,0.0,73.10666667,16.33,1700,1200,7200,1400,0.757,0.235,29.6,25.35,2.335,11.3,75.63,17.05,1,0,0,1,0,0,1,1,0,0,0,0,336.53,1234.93,3,65,230,144,1,1,1,11,0,0,0,10,0,0,0,0,0,0,0,0,1,1,1,1,19,47,43.23,6.99,4,5,1.3,30.0,229,225,8.0,12.0,4.57083,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
50,Li,Ag,21.54405808,17.07564795,6.941,107.8682,1615.0,2435.0,11.0,100.0,1,11,128,145,535.0,10490.0,0.98,1.36,0.98,1.93,5.391719,7.576230000000001,0.0,0.0,-1.86988691,-2.76539356,3.2135708380000003,3.1964805060000003,4.048845545,4.027313073999999,0.0,0.0,16.59333333,16.33,2900,1200,4200,1400,3.582,0.235,24.86,25.35,3.0,11.3,21.63,17.05,1,0,0,1,0,0,1,1,0,0,0,0,453.69,1234.93,1,65,152,144,1,1,1,11,0,0,0,10,0,0,0,0,0,0,0,0,1,1,1,1,3,47,24.335,6.99,2,5,4.2,30.0,229,225,8.0,12.0,2.96771,2.94195,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
51,Na,Ag,39.43832888,17.07564795,22.98976928,107.8682,1156.0,2435.0,6.3,100.0,1,11,166,145,968.0,10490.0,0.82,1.36,0.93,1.93,5.139076,7.576230000000001,0.0,0.0,-1.2602413829999999,-2.76539356,3.88167309,3.1964805060000003,4.890601633999999,4.027313073999999,0.0,0.0,29.24333333,16.33,1100,1200,500,1400,1.228,0.235,28.23,25.35,2.6,11.3,39.76,17.05,1,0,0,1,0,0,1,1,0,0,0,0,370.87,1234.93,2,65,180,144,1,1,1,11,0,0,0,10,0,0,0,0,0,0,0,0,1,1,1,1,11,47,24.11,6.99,3,5,3.3,30.0,229,225,12.0,12.0,3.7292199999999998,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
52,Ne,Ag,37232.18569,17.07564795,20.1791,107.8682,26.92,2435.0,0.0,100.0,18,11,58,145,0.9,10490.0,0.0,1.36,0.0,1.93,21.56454,7.576230000000001,13.088,0.0,0.09403567,-2.76539356,2.934893568,3.1964805060000003,3.6977341860000004,4.027313073999999,0.0,0.0,12.64,16.33,0,1200,0,1400,1.03,0.235,20.785999999999998,25.35,0.16399999999999998,11.3,23.09,17.05,0,0,0,1,0,0,0,1,0,0,1,0,24.56,1234.93,99,65,0,144,0,1,8,11,0,0,0,10,0,0,0,0,0,0,6,0,0,1,2,1,10,47,0.39432,6.99,2,5,0.0,30.0,225,225,12.0,12.0,3.04326,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
53,Pa,Ag,24.96116063,17.07564795,231.03586,107.8682,4273.0,2435.0,0.0,100.0,3,11,200,145,15370.0,10490.0,0.0,1.36,1.5,1.93,5.89,7.576230000000001,0.0,0.0,-9.49741247,-2.76539356,3.692852039,3.1964805060000003,4.652702018,4.027313073999999,0.0,0.0,25.18,16.33,0,1200,0,1400,0.0,0.235,0.0,25.35,12.34,11.3,24.94,17.05,0,0,0,1,1,0,1,1,0,0,0,0,1845.0,1234.93,18,65,165,144,21,1,5,11,9,0,1,10,12,0,2,0,0,0,0,0,0,1,2,1,91,47,25.4,6.99,7,5,0.0,30.0,139,225,12.0,12.0,3.29125,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
54,Pb,Ag,30.34142301,17.07564795,207.2,107.8682,2022.0,2435.0,46.0,100.0,14,11,146,145,11340.0,10490.0,1.15,1.36,2.33,1.93,7.4166300000000005,7.576230000000001,0.0,0.0,-3.62902961,-2.76539356,3.830865877,3.1964805060000003,4.826588558,4.027313073999999,0.0,0.0,28.11,16.33,2700,1200,1800,1400,0.13,0.235,24.7,25.35,4.774,11.3,30.32,17.05,0,0,0,1,0,0,1,1,0,0,0,0,600.61,1234.93,81,65,174,144,4,1,28,11,0,0,10,10,0,0,14,0,4,0,2,0,0,1,2,1,82,47,6.995,6.99,6,5,5.6,30.0,225,225,12.0,12.0,3.5745400000000003,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
55,Ag,Pd,17.07564795,14.69838627,107.8682,106.42,2435.0,3236.0,100.0,180.0,11,10,145,139,10490.0,12023.0,1.36,1.67,1.93,2.2,7.576230000000001,8.3369,0.0,0.0,-2.76539356,-5.13777457,3.1964805060000003,3.0659471110000003,4.027313073999999,3.8628513030000002,0.0,0.0,16.33,14.41,1200,3200,1400,8000,0.235,0.244,25.35,25.98,11.3,16.74,17.05,14.72,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,1828.05,65,62,144,142,1,0,11,10,0,0,10,10,0,0,0,0,0,0,0,0,1,0,1,0,47,46,6.99,4.8,5,5,30.0,44.0,225,225,12.0,12.0,2.94195,2.79543,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
56,Ag,Rh,17.07564795,13.72550981,107.8682,102.9055,2435.0,3968.0,100.0,380.0,11,9,145,142,10490.0,12450.0,1.36,1.76,1.93,2.28,7.576230000000001,7.4589,0.0,0.0,-2.76539356,-7.25364552,3.1964805060000003,3.010334727,4.027313073999999,3.79278409,0.0,0.0,16.33,13.64,1200,3200,1400,8000,0.235,0.243,25.35,24.98,11.3,26.59,17.05,11.58,0,0,1,1,0,0,1,1,0,0,0,0,1234.93,2237.0,65,59,144,132,1,3,11,9,0,2,10,8,0,0,0,0,0,0,0,0,1,1,1,1,47,45,6.99,8.6,5,5,30.0,150.0,225,225,12.0,12.0,2.94195,2.72142,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
57,S,Ag,27.16654579,17.07564795,32.065,107.8682,717.72,2435.0,7.7,100.0,16,11,105,145,1960.0,10490.0,0.0,1.36,2.58,1.93,10.36001,7.576230000000001,2.202,0.0,-4.0972167189999995,-2.76539356,3.722284555,3.1964805060000003,4.689784663999999,4.027313073999999,0.0,0.0,25.786875,16.33,700,1200,1000,1400,0.708,0.235,22.7,25.35,1.7209999999999999,11.3,25.76,17.05,0,0,0,1,0,0,0,1,0,0,1,0,388.36,1234.93,88,65,103,144,2,1,6,11,0,0,0,10,0,0,0,0,2,0,4,0,0,1,2,1,16,47,2.9,6.99,3,5,0.0,30.0,70,225,2.0,12.0,2.06242,2.94195,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
58,Sb,Ag,30.19142344,17.07564795,121.76,107.8682,1860.0,2435.0,42.0,100.0,15,11,139,145,6697.0,10490.0,1.26,1.36,2.05,1.93,8.60839,7.576230000000001,0.0,0.0,-4.11736234,-2.76539356,3.981581991,3.1964805060000003,5.016478962,4.027313073999999,0.0,0.0,31.56,16.33,7900,1200,3400,1400,0.207,0.235,25.23,25.35,19.79,11.3,30.21,17.05,0,0,0,1,0,0,1,1,1,0,0,0,903.78,1234.93,85,65,155,144,3,1,15,11,0,0,10,10,0,0,0,0,3,0,3,0,0,1,2,1,51,47,6.6,6.99,5,5,20.0,30.0,166,225,3.0,12.0,2.9544900000000003,2.94195,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
